Substance,Year,Target
0.4472135954999579,0.0,0.0
1.3416407864998738,0.0,0.004
-1.3416407864998738,0.0,0.163
-0.4472135954999579,0.0,0.001
0.4472135954999579,0.0,0.0
1.3416407864998738,0.0,0.003
-1.3416407864998738,0.0,0.06
-0.4472135954999579,0.0,0.0
0.4472135954999579,0.0,0.0
1.3416407864998738,0.0,0.001
-1.3416407864998738,0.0,0.059
-0.4472135954999579,0.0,0.0
0.4472135954999579,0.0,0.0
1.3416407864998738,0.0,0.001
-1.3416407864998738,0.0,0.083
-0.4472135954999579,0.0,0.0
0.4472135954999579,0.0,0.0
1.3416407864998738,0.0,0.006
-1.3416407864998738,0.0,0.091
-0.4472135954999579,0.0,0.0
0.4472135954999579,0.0,0.0
1.3416407864998738,0.0,0.004
-1.3416407864998738,0.0,0.067
-0.4472135954999579,0.0,0.0
0.4472135954999579,0.0,0.0
1.3416407864998738,0.0,0.001
-1.3416407864998738,0.0,0.118
-0.4472135954999579,0.0,0.001
0.4472135954999579,0.0,0.0
1.3416407864998738,0.0,0.002
-1.3416407864998738,0.0,0.04
-0.4472135954999579,0.0,0.0
0.4472135954999579,0.0,0.0
1.3416407864998738,0.0,0.001
-1.3416407864998738,0.0,0.201
-0.4472135954999579,0.0,0.001
0.4472135954999579,0.0,0.0
1.3416407864998738,0.0,0.002
-1.3416407864998738,0.0,0.107
-0.4472135954999579,0.0,0.0
0.4472135954999579,0.0,0.0
1.3416407864998738,0.0,0.003
-1.3416407864998738,0.0,0.064
-0.4472135954999579,0.0,0.0
0.4472135954999579,0.0,0.0
1.3416407864998738,0.0,0.001
-1.3416407864998738,0.0,0.085
-0.4472135954999579,0.0,0.0
0.4472135954999579,0.0,0.0
1.3416407864998738,0.0,0.002
-1.3416407864998738,0.0,0.043
-0.4472135954999579,0.0,0.0
0.4472135954999579,0.0,0.0
1.3416407864998738,0.0,0.004
-1.3416407864998738,0.0,0.114
-0.4472135954999579,0.0,0.0
0.4472135954999579,0.0,0.0
1.3416407864998738,0.0,0.002
-1.3416407864998738,0.0,0.089
-0.4472135954999579,0.0,0.001
0.4472135954999579,0.0,0.0
1.3416407864998738,0.0,0.004
-1.3416407864998738,0.0,0.271
-0.4472135954999579,0.0,0.056
0.4472135954999579,0.0,0.0
1.3416407864998738,0.0,0.014
-1.3416407864998738,0.0,0.182
-0.4472135954999579,0.0,0.001
0.4472135954999579,0.0,0.0
1.3416407864998738,0.0,0.003
-1.3416407864998738,0.0,0.092
-0.4472135954999579,0.0,0.0
0.4472135954999579,0.0,0.0
1.3416407864998738,0.0,0.003
-1.3416407864998738,0.0,0.138
-0.4472135954999579,0.0,0.001
0.4472135954999579,0.0,0.0
1.3416407864998738,0.0,0.003
-1.3416407864998738,0.0,0.15
-0.4472135954999579,0.0,0.001
0.4472135954999579,0.0,0.0
1.3416407864998738,0.0,0.005
-1.3416407864998738,0.0,0.145
-0.4472135954999579,0.0,0.001
0.4472135954999579,0.0,0.0
1.3416407864998738,0.0,0.004
-1.3416407864998738,0.0,0.077
-0.4472135954999579,0.0,0.0
0.4472135954999579,0.0,0.0
1.3416407864998738,0.0,0.001
-1.3416407864998738,0.0,0.175
-0.4472135954999579,0.0,0.001
0.4472135954999579,0.0,0.0
1.3416407864998738,0.0,0.003
-1.3416407864998738,0.0,0.166
-0.4472135954999579,0.0,0.001
0.4472135954999579,0.0,0.0
1.3416407864998738,0.0,0.002
-1.3416407864998738,0.0,0.22
-0.4472135954999579,0.0,0.001
0.4472135954999579,0.0,0.0
1.3416407864998738,0.0,0.006
-1.3416407864998738,0.0,0.127
-0.4472135954999579,0.0,0.001
0.4472135954999579,0.0,0.0
1.3416407864998738,0.0,0.005
-1.3416407864998738,0.0,0.017
-0.4472135954999579,0.0,0.0
0.4472135954999579,0.0,0.0
1.3416407864998738,0.0,0.001
-1.3416407864998738,0.0,0.414
-0.4472135954999579,0.0,0.001
0.4472135954999579,0.0,0.0
1.3416407864998738,0.0,0.004
