Substance,Year,Target
-1.3416407864998738,0.0,0.465
-0.4472135954999579,0.0,0.023
0.4472135954999579,0.0,0.002
1.3416407864998738,0.0,0.004
-1.3416407864998738,0.0,0.201
-0.4472135954999579,0.0,0.001
0.4472135954999579,0.0,0.0
1.3416407864998738,0.0,0.002
-1.3416407864998738,0.0,0.528
-0.4472135954999579,0.0,0.025
0.4472135954999579,0.0,0.0
1.3416407864998738,0.0,0.004
-1.3416407864998738,0.0,0.786
-0.4472135954999579,0.0,0.026
0.4472135954999579,0.0,0.0
1.3416407864998738,0.0,0.005
-1.3416407864998738,0.0,0.243
-0.4472135954999579,0.0,0.001
0.4472135954999579,0.0,0.0
1.3416407864998738,0.0,0.005
-1.3416407864998738,0.0,3.425
-0.4472135954999579,0.0,0.006
0.4472135954999579,0.0,0.0
1.3416407864998738,0.0,0.011
-1.3416407864998738,0.0,0.269
-0.4472135954999579,0.0,0.001
0.4472135954999579,0.0,0.0
1.3416407864998738,0.0,0.021
-1.3416407864998738,0.0,0.338
-0.4472135954999579,0.0,0.008
0.4472135954999579,0.0,0.001
1.3416407864998738,0.0,0.007
-1.3416407864998738,0.0,0.311
-0.4472135954999579,0.0,0.002
0.4472135954999579,0.0,0.0
1.3416407864998738,0.0,0.006
-1.3416407864998738,0.0,0.105
-0.4472135954999579,0.0,0.001
0.4472135954999579,0.0,0.0
1.3416407864998738,0.0,0.002
-1.3416407864998738,0.0,0.221
-0.4472135954999579,0.0,0.001
0.4472135954999579,0.0,0.0
1.3416407864998738,0.0,0.01
-1.3416407864998738,0.0,0.437
-0.4472135954999579,0.0,0.001
0.4472135954999579,0.0,0.0
1.3416407864998738,0.0,0.005
-1.3416407864998738,0.0,0.251
-0.4472135954999579,0.0,0.001
0.4472135954999579,0.0,0.0
1.3416407864998738,0.0,0.004
-1.3416407864998738,0.0,0.68
-0.4472135954999579,0.0,0.016
0.4472135954999579,0.0,0.0
1.3416407864998738,0.0,0.004
-1.3416407864998738,0.0,0.442
-0.4472135954999579,0.0,0.002
0.4472135954999579,0.0,0.0
1.3416407864998738,0.0,0.012
-1.3416407864998738,0.0,0.275
-0.4472135954999579,0.0,0.001
0.4472135954999579,0.0,0.0
1.3416407864998738,0.0,0.011
-1.3416407864998738,0.0,0.829
-0.4472135954999579,0.0,0.002
0.4472135954999579,0.0,0.0
1.3416407864998738,0.0,0.004
-1.3416407864998738,0.0,0.251
-0.4472135954999579,0.0,0.001
0.4472135954999579,0.0,0.0
1.3416407864998738,0.0,0.024
-1.3416407864998738,0.0,0.288
-0.4472135954999579,0.0,0.001
0.4472135954999579,0.0,0.0
1.3416407864998738,0.0,0.008
-1.3416407864998738,0.0,0.209
-0.4472135954999579,0.0,0.001
0.4472135954999579,0.0,0.0
1.3416407864998738,0.0,0.039
-1.3416407864998738,0.0,0.061
-0.4472135954999579,0.0,0.0
0.4472135954999579,0.0,0.0
1.3416407864998738,0.0,0.016
-1.3416407864998738,0.0,0.203
-0.4472135954999579,0.0,0.001
0.4472135954999579,0.0,0.0
1.3416407864998738,0.0,0.01
-1.3416407864998738,0.0,0.21
-0.4472135954999579,0.0,0.001
0.4472135954999579,0.0,0.0
1.3416407864998738,0.0,0.019
-1.3416407864998738,0.0,0.114
-0.4472135954999579,0.0,0.0
0.4472135954999579,0.0,0.0
1.3416407864998738,0.0,0.005
-1.3416407864998738,0.0,0.235
-0.4472135954999579,0.0,0.001
0.4472135954999579,0.0,0.0
1.3416407864998738,0.0,0.02
-1.3416407864998738,0.0,0.195
-0.4472135954999579,0.0,0.001
0.4472135954999579,0.0,0.0
1.3416407864998738,0.0,0.006
-1.3416407864998738,0.0,0.112
-0.4472135954999579,0.0,0.0
0.4472135954999579,0.0,0.0
1.3416407864998738,0.0,0.003
-1.3416407864998738,0.0,0.127
-0.4472135954999579,0.0,0.001
0.4472135954999579,0.0,0.0
1.3416407864998738,0.0,0.002
-1.3416407864998738,0.0,0.221
-0.4472135954999579,0.0,0.001
0.4472135954999579,0.0,0.0
1.3416407864998738,0.0,0.004
-1.3416407864998738,0.0,0.162
-0.4472135954999579,0.0,0.001
0.4472135954999579,0.0,0.0
1.3416407864998738,0.0,0.002
-1.3416407864998738,0.0,0.86
-0.4472135954999579,0.0,0.002
0.4472135954999579,0.0,0.0
1.3416407864998738,0.0,0.002
-1.3416407864998738,0.0,0.641
-0.4472135954999579,0.0,0.001
0.4472135954999579,0.0,0.0
1.3416407864998738,0.0,0.004
-1.3416407864998738,0.0,0.453
-0.4472135954999579,0.0,0.002
0.4472135954999579,0.0,0.0
1.3416407864998738,0.0,0.053
-1.3416407864998738,0.0,1.315
-0.4472135954999579,0.0,0.002
0.4472135954999579,0.0,0.0
1.3416407864998738,0.0,0.021
-1.3416407864998738,0.0,0.12
-0.4472135954999579,0.0,0.001
0.4472135954999579,0.0,0.0
1.3416407864998738,0.0,0.007
-1.3416407864998738,0.0,0.986
-0.4472135954999579,0.0,0.031
0.4472135954999579,0.0,0.0
1.3416407864998738,0.0,0.011
-1.3416407864998738,0.0,0.316
-0.4472135954999579,0.0,0.002
0.4472135954999579,0.0,0.0
1.3416407864998738,0.0,0.004
-1.3416407864998738,0.0,0.474
-0.4472135954999579,0.0,0.002
